SpeciesSciName,fishbaseName,Genus,Species,Loo,K,Winfinity,tmax,tm,M,Lm,Temperature,maximum.length,Ecotype,common.name,LFI_Fung_list,DEMPEL,Order,Group,LFI_OSPAR_list
Schedophilus medusophagus,Schedophilus medusophagus,Schedophilus,medusophagus,47.32702481,0.284706775,1346.301138,10.7038666,2.704565078,0.476574167,26.12145673,15.87581815,58,Pelagic,Cornish blackfish,,Pelagic,Perciformes,Other,Pelagic
Schedophilus ovalis,Schedophilus ovalis,Schedophilus,ovalis,47.32702481,0.284706775,1346.301138,10.7038666,2.704565078,0.476574167,26.12145673,15.87581815,10,Benthopelagic,Imperial blackfish,,Demersal,Perciformes,Other,Demersal
Scomber colias,Scomber colias,Scomber,colias,48.24111472,0.343355522,1179.235135,9.221009788,2.51861829,0.474276751,29.1368587,17.79186096,42,Pelagic,Atlantic chub mackerel,,Pelagic,Perciformes,Other,Pelagic
Scomber scombrus,Scomber scombrus,Scomber,scombrus,41.247736,0.345137663,624.36989,13.81195946,3.030977034,0.287659478,28.86684178,11.49772214,56,Pelagic,Mackerel,,Pelagic,Perciformes,Other,Pelagic
Scomberesox saurus saurus,Scomberesox saurus,Scomberesox,saurus,30.29345474,0.647007675,176.445812,4.449495077,1.379356923,1.113405042,17.61826999,18.79558735,37,Pelagic,Atlantic saury,,Pelagic,Beloniformes,Other,Pelagic
Scophthalmus maximus,Scophthalmus maximus,Scophthalmus,maximus,55.79913949,0.262249922,2959.73763,15.64997185,2.698514009,0.348541495,26.30656907,13.62985701,88,Demersal,Turbot,Demersal,Demersal,Pleuronectiformes,Pleuronectiformes,Demersal
Scophthalmus rhombus,Scophthalmus rhombus,Scophthalmus,rhombus,43.18378933,0.434710512,978.1237187,7.239145517,1.42545909,0.676095998,19.30090634,18.70018275,65,Demersal,Brill,Demersal,Demersal,Pleuronectiformes,Pleuronectiformes,Demersal
Scorpaena,Oreochromis niloticus,Oreochromis,niloticus,24.97865234,2.028049158,411.0415687,5.878644224,1.137615738,1.627238776,20.98252884,25.3208835,41,Demersal,rockfishes,,Demersal,Scorpaeniformes,Scorpaeniformes,Demersal
Scorpaena elongata,Scorpaena elongata,Scorpaena,elongata,24.05688659,0.206027372,156.6904248,8.641330304,2.209792064,0.461490424,10.56343263,15.42850499,16,Demersal,Slender rockfish,,Demersal,Scorpaeniformes,Scorpaeniformes,Demersal
Scorpaena loppei,Scorpaena loppei,Scorpaena,loppei,13.53495635,0.353592888,28.14347079,5.439006976,1.361966021,0.772289835,6.308457624,16.54514047,18,Demersal,Cadenat's rockfish,,Demersal,Scorpaeniformes,Scorpaeniformes,Demersal
Scorpaena notata,Scorpaena notata,Scorpaena,notata,18.28465664,0.234503888,70.79775721,7.123607541,1.849547213,0.550308217,8.082809496,15.56367062,29,Demersal,Small red scorpionfish,,Demersal,Scorpaeniformes,Scorpaeniformes,Demersal
Scorpaena porcus,Scorpaena porcus,Scorpaena,porcus,32.21482613,0.141280096,338.4373013,8.432931396,2.107705353,0.388864717,11.45670031,14.33800249,36,Demersal,Black scorpionfish,,Demersal,Scorpaeniformes,Scorpaeniformes,Demersal
Scorpaena scrofa,Scorpaena scrofa,Scorpaena,scrofa,33.07690637,0.128762658,425.2676887,12.55185862,3.280453778,0.303248794,13.94058083,14.21587141,53,Demersal,Scorpionfish,Demersal,Demersal,Scorpaeniformes,Scorpaeniformes,Demersal
Scorpaenidae,Oreochromis niloticus,Oreochromis,niloticus,24.97865234,2.028049158,411.0415687,5.878644224,1.137615738,1.627238776,20.98252884,25.3208835,15,Demersal,Scorpionfish,,Demersal,Scorpaeniformes,Scorpaeniformes,Demersal
Scyliorhinus canicula,Scyliorhinus canicula,Scyliorhinus,canicula,76.30529516,0.212162433,1367.713032,12.05598049,4.199838314,0.320305921,47.02453505,12.09285126,115,Demersal,Lesser spotted dogfish,Demersal,Demersal,Carcharhiniformes,Elasmobranchii,Demersal
Scyliorhinus stellaris,Scyliorhinus stellaris,Scyliorhinus,stellaris,96.1463029,0.19551808,3205.251782,13.80519874,4.928273712,0.291094684,59.88560002,14.08999416,120,Demersal,Nurse hound,Demersal,Demersal,Carcharhiniformes,Elasmobranchii,Demersal
Scymnodon ringens,Scymnodon ringens,Scymnodon,ringens,117.9278776,0.09035523,9217.171365,28.98686186,13.3969301,0.155743659,78.29739416,13.21646287,134,Bathypelagic,Knifetooth dogfish,,Demersal,Squaliformes,Elasmobranchii,Pelagic
Searsia koefoedi,Searsia koefoedi,Searsia,koefoedi,24.21069433,0.516133742,96.5741107,6.511341356,2.139529462,0.821725565,16.58163805,10.21485386,11,Bathypelagic,Koefoed's searsid,,Demersal,Osmeriformes,Other,Pelagic
Sebastes mentella,Sebastes mentella,Sebastes,mentella,44.52927669,0.089559484,1444.371769,52.21386027,11.00418431,0.07709179,29.41643013,7.749724482,5,Bathypelagic,Redfish,,Demersal,Scorpaeniformes,Scorpaeniformes,Pelagic
Sebastes norvegicus,Sebastes norvegicus,Sebastes,norvegicus,46.12501473,0.095670437,1302.264476,55.7247531,11.2339071,0.075844031,31.03563263,7.945282208,73,Pelagic,Golden redfish,,Pelagic,Scorpaeniformes,Scorpaeniformes,Pelagic
Sebastes viviparus,Sebastes viviparus,Sebastes,viviparus,33.42146983,0.121618096,641.7959695,41.91349997,8.613672416,0.102429515,22.80895259,9.949916737,41,Demersal,Norway haddock,Demersal,Demersal,Scorpaeniformes,Scorpaeniformes,Demersal
Serranus cabrilla,Serranus cabrilla,Serranus,cabrilla,28.17015257,0.207981364,233.8943624,6.399602042,2.727501001,0.580232189,14.25556882,17.82510427,32,Demersal,Comber,,Demersal,Perciformes,Other,Demersal
Serranus hepatus,Serranus hepatus,Serranus,hepatus,15.33188147,0.286812527,58.81693509,7.71579449,2.976637402,0.672200504,9.272967295,21.30449817,27,Demersal,Brown comber,,Demersal,Perciformes,Other,Demersal
Serranus scriba,Serranus scriba,Serranus,scriba,31.04871955,0.204393135,368.264175,10.98595501,4.009523731,0.439704216,17.66970396,19.52397662,23,Demersal,Painted comber,,Demersal,Perciformes,Other,Demersal
Serrivomer beanii,Serrivomer beanii,Serrivomer,beanii,78.0686616,0.207702438,2252.525761,11.63210489,3.589112466,0.359447784,41.03335081,7.798861006,55,Bathypelagic,Stout sawpalate,,Demersal,Anguilliformes,Other,Pelagic
Setarches guentheri,Setarches guentheri,Setarches,guentheri,28.80686874,0.262679324,253.4129628,10.23034579,3.103068155,0.442474568,16.77810074,12.82630324,11,Benthopelagic,Channeled rockfish,,Demersal,Scorpaeniformes,Scorpaeniformes,Demersal
Sigmops bathyphilus,Sigmops bathyphilus,Sigmops,bathyphilus,13.91044324,0.614789683,18.97807762,4.249806138,1.250946448,1.037042866,8.692957952,8.838878553,21,Bathypelagic,Spark anglemouth,,Demersal,Stomiiformes,Other,Pelagic
Solea senegalensis,Solea senegalensis,Solea,senegalensis,52.02273506,0.20322428,1463.355088,20.95795455,3.783844433,0.195027056,31.55286239,13.65755637,47,Demersal,Senegalese sole,,Demersal,Pleuronectiformes,Pleuronectiformes,Demersal
Solea solea,Solea solea,Solea,solea,36.23978276,0.323983512,443.583893,11.85081796,1.5430785,0.285008418,19.25584933,16.07896134,54,Demersal,Dover sole,Demersal,Demersal,Pleuronectiformes,Pleuronectiformes,Demersal
Somniosus microcephalus,Somniosus microcephalus,Somniosus,microcephalus,117.9278776,0.09035523,9217.171365,28.98686186,13.3969301,0.155743659,78.29739416,13.21646287,155,Benthopelagic,Greenland shark,Demersal,Demersal,Squaliformes,Elasmobranchii,Demersal
Somniosus rostratus,Somniosus rostratus,Somniosus,rostratus,117.9278776,0.09035523,9217.171365,28.98686186,13.3969301,0.155743659,78.29739416,13.21646287,115,Bathydemersal,Little sleeper shark,,Demersal,Squaliformes,Elasmobranchii,Demersal
Sparus aurata,Sparus aurata,Sparus,aurata,54.80302332,0.251655866,2809.367084,12.45129871,3.049156934,0.408441381,29.41748331,18.61700946,66,Demersal,Gilthead seabream,,Demersal,Perciformes,Other,Demersal
Sphoeroides pachygaster,Sphoeroides pachygaster,Sphoeroides,pachygaster,28.84791608,0.526838726,707.1153474,5.790959184,1.78025448,1.015571187,17.54104354,19.53033641,47,Benthopelagic,Blunthead puffer,,Demersal,Tetraodontiformes,Other,Demersal
Sphyraena sphyraena,Sphyraena sphyraena,Sphyraena,sphyraena,52.00460609,0.255323368,562.6556659,10.62953777,2.738704073,0.479229319,25.71543272,21.40954013,41,Pelagic,European barracuda,,Pelagic,Perciformes,Other,Pelagic
Spicara maena,Spicara maena,Spicara,maena,20.50796212,0.278931957,98.39032352,8.971926869,2.056167447,0.53894913,10.45022842,18.69174331,23,Pelagic,Blotched picarel,,Pelagic,Perciformes,Other,Pelagic
Spicara smaris,Spicara smaris,Spicara,smaris,19.97602345,0.40886662,65.16424327,6.742644654,1.445293227,0.693212759,10.19665068,16.0522466,20,Pelagic,Picarel,,Pelagic,Perciformes,Other,Pelagic
Spinachia spinachia,Spinachia spinachia,Spinachia,spinachia,17.28241392,1.052740288,25.7584648,4.067103926,0.939206908,1.126313703,11.32315834,9.563893022,28,Benthopelagic,Fifteen spined stickleback,,Demersal,Gasterosteiformes,Other,Demersal
Spondyliosoma cantharus,Spondyliosoma cantharus,Spondyliosoma,cantharus,44.37744992,0.193887357,1883.887805,14.59640597,3.544044264,0.353728246,23.34832215,18.30121842,68,Benthopelagic,Black sea bream,Demersal,Demersal,Perciformes,Other,Demersal
Spratelloides,Oreochromis niloticus,Oreochromis,niloticus,24.97865234,2.028049158,411.0415687,5.878644224,1.137615738,1.627238776,20.98252884,25.3208835,16,Pelagic,Spratlike,,Pelagic,Clupeiformes,Other,Pelagic
Sprattus sprattus,Sprattus sprattus,Sprattus,sprattus,14.73508738,0.503824182,29.20961021,6.826337463,2.107595313,0.650798134,10.64992966,10.78760692,18,Pelagic,Sprat,,Pelagic,Clupeiformes,Other,Pelagic
Squalus acanthias,Squalus acanthias,Squalus,acanthias,115.7918559,0.078346143,5698.883245,24.70800525,13.89160222,0.143852766,74.83147405,9.634056819,128,Benthopelagic,Spurdog,Demersal,Demersal,Squaliformes,Elasmobranchii,Demersal
Squalus blainville,Squalus blainville,Squalus,blainville,100.1035103,0.099867433,3610.856161,19.28387653,9.157889847,0.199235451,57.35142303,13.41097539,80,Demersal,Longnose spurdog,,Demersal,Squaliformes,Elasmobranchii,Demersal
Squalus megalops,Squalus megalops,Squalus,megalops,82.20192665,0.068251853,2553.851245,28.90703443,16.01051854,0.135651572,55.7414419,9.964355777,72,Bathydemersal,Shortnose spurdog,,Demersal,Squaliformes,Elasmobranchii,Demersal
Squalus uyato,Centrophorus uyato,Centrophorus,uyato,123.2120879,0.067168203,11634.9398,39.04333406,18.93804776,0.116013177,85.81938944,11.55938933,86,Demersal,Little gulper shark,,Demersal,Squaliformes,Elasmobranchii,Demersal
Stomias boa boa,Stomias boa boa,Stomias,boa,NA,NA,NA,NA,NA,NA,NA,NA,29,Bathypelagic,Boa dragonfish,,Demersal,Stomiiformes,Other,Pelagic
Stomias boa ferox,Stomias boa ferox,Stomias,boa,NA,NA,NA,NA,NA,NA,NA,NA,23,Bathypelagic,Boa dragonfish,,Demersal,Stomiiformes,Other,Pelagic
Stromateus fiatola,Stromateus fiatola,Stromateus,fiatola,30.76839896,0.533157372,414.5684014,7.092118189,1.679181461,0.825380106,17.95697325,21.70981487,44,Benthopelagic,Blue butterfish,,Demersal,Perciformes,Other,Demersal
Symbolophorus veranyi,Symbolophorus veranyi,Symbolophorus,veranyi,11.30078532,0.521782221,13.00532899,4.672286039,1.421194611,1.06904048,6.956961677,11.03367736,11,Bathypelagic,Large-scale lantern fish,,Demersal,Myctophiformes,Other,Pelagic
Symphodus,Oreochromis niloticus,Oreochromis,niloticus,24.97865234,2.028049158,411.0415687,5.878644224,1.137615738,1.627238776,20.98252884,25.3208835,38,Demersal,wrasses,,Demersal,Perciformes,Other,Demersal
Symphodus bailloni,Symphodus bailloni,Symphodus,bailloni,17.51395229,0.410351895,71.78994179,6.29573787,1.605696903,0.909530482,9.166137984,17.18386479,23,Demersal,Baillon's wrasse,,Demersal,Perciformes,Other,Demersal
Symphodus melops,Symphodus melops,Symphodus,melops,22.77126542,0.306427937,149.9295118,8.03821637,1.909825562,0.6435612,11.26512663,13.27270994,25,Demersal,Corkwing wrasse,,Demersal,Perciformes,Other,Demersal
Symphodus roissali,Symphodus roissali,Symphodus,roissali,14.64738022,0.414173358,42.68502317,5.444858891,1.493676561,1.08582008,7.565164915,16.12861691,9,Demersal,Five-spotted wrasse,,Demersal,Perciformes,Other,Demersal
Symphurus nigrescens,Symphurus nigrescens,Symphurus,nigrescens,20.1645407,0.398470034,62.40237714,7.189854432,1.720545911,0.631362201,10.83893666,16.39435562,16,Demersal,Tonguesole,,Demersal,Pleuronectiformes,Pleuronectiformes,Demersal
Synaphobranchus kaupii,Synaphobranchus kaupii,Synaphobranchus,kaupii,94.10701419,0.209076224,4288.18749,12.24451535,3.640825039,0.346140862,48.07461051,12.57018067,45,Bathydemersal,Kaup's arrowtooth eel,,Demersal,Anguilliformes,Other,Demersal
Synchiropus phaeton,Synchiropus phaeton,Synchiropus,phaeton,31.60128006,0.401181482,274.5729155,7.505994415,2.002150917,0.711914844,17.9978704,18.4836859,25,Demersal,Phaeton dragonet,,Demersal,Perciformes,Other,Demersal
Syngnathus,Oreochromis niloticus,Oreochromis,niloticus,24.97865234,2.028049158,411.0415687,5.878644224,1.137615738,1.627238776,20.98252884,25.3208835,46,Demersal,pipefishes,Demersal,Demersal,Syngnathiformes,Other,Demersal
Syngnathus acus,Syngnathus acus,Syngnathus,acus,20.88065926,0.807409196,8.022398194,4.385803373,0.990369348,0.849678365,11.77515913,12.4365331,59,Demersal,Great pipefish,Demersal,Demersal,Syngnathiformes,Other,Demersal
Syngnathus rostellatus,Syngnathus rostellatus,Syngnathus,rostellatus,20.34980607,0.761323439,7.132054352,4.630969168,1.047026447,0.787361767,11.65207769,10.04934549,22,Demersal,Nilsson's pipefish,Demersal,Demersal,Syngnathiformes,Other,Demersal
Syngnathus typhle,Syngnathus typhle,Syngnathus,typhle,24.53706461,0.718705696,6.196651473,4.671288547,1.044893692,0.731191589,13.24501339,9.624100314,31,Demersal,Broad-nosed pipefish,Demersal,Demersal,Syngnathiformes,Other,Demersal
Taurulus bubalis,Taurulus bubalis,Taurulus,bubalis,18.91388808,0.235606751,106.1361835,9.840964287,3.050719707,0.42351521,11.39630415,8.386128089,24,Demersal,Sea scorpion,Demersal,Demersal,Scorpaeniformes,Scorpaeniformes,Demersal
Tetronarce nobiliana,Torpedo nobiliana,Torpedo,nobiliana,79.7320914,0.123108656,3279.626027,19.40996225,7.827746553,0.226295928,49.76902062,14.71495824,99,Benthopelagic,Electric ray,,Demersal,Torpediniformes,Elasmobranchii,Demersal
Thunnus thynnus,Thunnus thynnus,Thunnus,thynnus,351.1051451,0.097984141,660586.7264,24.72135393,7.821279459,0.152336188,175.5564134,15.86916669,53,Pelagic,Bluefin tuna,,Pelagic,Perciformes,Other,Pelagic
Torpedo marmorata,Torpedo marmorata,Torpedo,marmorata,79.7320914,0.123108656,3279.626027,19.40996225,7.827746553,0.226295928,49.76902062,14.71495824,59,Demersal,Marbled electric ray,,Demersal,Torpediniformes,Elasmobranchii,Demersal
Torpedo nobiliana,Torpedo nobiliana,Torpedo,nobiliana,79.7320914,0.123108656,3279.626027,19.40996225,7.827746553,0.226295928,49.76902062,14.71495824,175,Demersal,electric ray,,Demersal,Torpediniformes,Elasmobranchii,Demersal
Torpedo torpedo,Torpedo torpedo,Torpedo,torpedo,48.74582675,0.144358452,816.0646244,16.13830486,6.502096455,0.275482284,31.64746139,14.36964796,51,Demersal,Eyed electric ray,,Demersal,Torpediniformes,Elasmobranchii,Demersal
Trachinus draco,Trachinus draco,Trachinus,draco,38.5911169,0.352035021,627.0822865,9.393363702,2.283093115,0.582582066,21.37318379,19.62415505,45,Demersal,Greater weever,Demersal,Demersal,Perciformes,Other,Demersal
Trachipterus arcticus,Trachipterus arcticus,Trachipterus,arcticus,247.6903553,0.089365131,109258.2943,26.46500819,8.068957552,0.156123393,114.8738287,14.51520073,158,Bathypelagic,Dealfish,,Demersal,Lampriformes,Other,Pelagic
Trachipterus trachypterus,Trachipterus trachypterus,Trachipterus,trachypterus,150.4580967,0.125422866,25571.32677,19.38807287,5.846459219,0.22006799,73.07930458,15.01307414,79,Bathypelagic,Mediterranean dealfish,,Demersal,Lampriformes,Other,Pelagic
Trachurus mediterraneus,Trachurus mediterraneus,Trachurus,mediterraneus,36.80889131,0.277863827,521.6081089,14.36572218,3.081763253,0.426951451,20.81973669,16.43785353,55,Pelagic,Mediterranean horse mackerel,,Pelagic,Perciformes,Other,Pelagic
Trachurus picturatus,Trachurus picturatus,Trachurus,picturatus,55.76618729,0.172475143,1885.532885,16.8351845,4.134340195,0.357290441,28.05887667,16.84303805,42,Benthopelagic,Blue jack mackerel,,Demersal,Perciformes,Other,Demersal
Trachurus trachurus,Trachurus trachurus,Trachurus,trachurus,39.64945458,0.207891606,513.5418121,14.38513728,3.131582053,0.39121269,19.73729528,13.76546848,59,Pelagic,Horse mackerel,,Pelagic,Perciformes,Other,Pelagic
Trachyrincus murrayi,Trachyrincus murrayi,Trachyrincus,murrayi,50.97597438,0.182702596,802.1521469,19.45041879,5.474958011,0.29035802,31.02497051,13.47835357,17,Benthopelagic,Murray's rat tail,Demersal,Demersal,Gadiformes,Gadiformes,Demersal
Trachyrincus scabrus,Trachyrincus scabrus,Trachyrincus,scabrus,50.75615752,0.201763578,771.4186667,18.15143786,5.080412956,0.314354111,31.035419,13.83670868,57,Bathydemersal,Roughsnout grenadier,,Demersal,Gadiformes,Gadiformes,Demersal
Trachyscorpia cristulata cristulata,Trachyscorpia cristulata cristulata,Trachyscorpia,cristulata,NA,NA,NA,NA,NA,NA,NA,NA,13,Demersal,Atlantic thornyhead,,Demersal,Scorpaeniformes,Scorpaeniformes,Demersal
Trachyscorpia cristulata echinata,Trachyscorpia cristulata echinata,Trachyscorpia,cristulata,NA,NA,NA,NA,NA,NA,NA,NA,52,Bathydemersal,Spiny scorpionfish,,Demersal,Scorpaeniformes,Scorpaeniformes,Demersal
Trigla lyra,Trigla lyra,Trigla,lyra,55.25368674,0.2037895,1489.662856,9.899967934,3.592701009,0.421291079,27.71181327,14.24866665,56,Bathydemersal,Piper gurnard,,Demersal,Scorpaeniformes,Scorpaeniformes,Demersal
Trigloporus lastoviza,Trigloporus lastoviza,Trigloporus,lastoviza,38.38151047,0.348125929,610.0589422,16.46381934,4.389678366,0.398608285,26.02954733,14.12269385,41,Demersal,Streaked gurnard,Demersal,Demersal,Scorpaeniformes,Scorpaeniformes,Demersal
Triglops murrayi,Triglops murrayi,Triglops,murrayi,28.65432086,0.195455763,257.8629912,11.45116859,3.549361725,0.350568411,16.14222763,9.437469026,15,Demersal,Moustache sculpin,Demersal,Demersal,Scorpaeniformes,Scorpaeniformes,Demersal
Trisopterus esmarkii,Trisopterus esmarkii,Trisopterus,esmarkii,21.95839664,0.514346979,68.35078933,4.874708584,1.478824669,1.042197789,14.01689119,8.908801501,32,Benthopelagic,Norway pout,Demersal,Demersal,Gadiformes,Gadiformes,Demersal
Trisopterus luscus,Trisopterus luscus,Trisopterus,luscus,39.55717063,0.355656519,782.5128629,5.444225154,1.492698083,0.80012571,20.06086247,17.43925237,48,Benthopelagic,Bib,Demersal,Demersal,Gadiformes,Gadiformes,Demersal
Trisopterus minutus,Trisopterus minutus,Trisopterus,minutus,24.05497295,0.40566879,135.95889,5.273759821,1.509699179,0.943291769,13.6267922,12.66786737,33,Benthopelagic,Poor cod,Demersal,Demersal,Gadiformes,Gadiformes,Demersal
Umbrina canariensis,Umbrina canariensis,Umbrina,canariensis,57.01842854,0.279853493,1668.268558,11.13267426,2.8450061,0.462880429,30.88716453,16.91369691,47,Demersal,Canary drum,,Demersal,Perciformes,Other,Demersal
Umbrina cirrosa,Umbrina cirrosa,Umbrina,cirrosa,65.87740344,0.335267148,2471.670631,9.913721772,2.50591964,0.536501557,35.20494411,19.43943712,43,Demersal,Shi drum,,Demersal,Perciformes,Other,Demersal
Umbrina ronchus,Umbrina ronchus,Umbrina,ronchus,73.63448612,0.296008412,3527.655533,10.93579449,2.780991294,0.482552737,38.68414686,19.75265184,25,Demersal,Fusca drum,,Demersal,Perciformes,Other,Demersal
Uranoscopus scaber,Uranoscopus scaber,Uranoscopus,scaber,33.33959931,0.257399579,617.7479343,5.801246398,1.8070119,0.661223585,16.00990975,16.2039799,33,Demersal,Stargazer,,Demersal,Perciformes,Other,Demersal
Vinciguerria poweriae,Vinciguerria poweriae,Vinciguerria,poweriae,7.990280603,1.63560802,3.216117033,1.529716887,0.460922537,2.837099588,4.992249618,13.6063901,6,Bathypelagic,Power's deep-water bristle-mouth,,Demersal,Stomiiformes,Other,Pelagic
Xenodermichthys copei,Xenodermichthys copei,Xenodermichthys,copei,30.40921765,0.316931735,227.0602211,10.43192953,3.437746428,0.53422337,20.42301819,11.04302915,21,Bathypelagic,Bluntsnout smooth-head,,Demersal,Osmeriformes,Other,Pelagic
Xenolepidichthys dalgleishi,Xenolepidichthys dalgleishi,Xenolepidichthys,dalgleishi,40.31205458,0.215699346,818.0221528,12.80087106,3.929325352,0.372005571,24.19528993,14.27300475,15,Benthopelagic,Spotted tinselfish,,Demersal,Zeiformes,Other,Demersal
Xiphias gladius,Xiphias gladius,Xiphias,gladius,243.5880952,0.141541535,195456.2547,15.05408795,4.073982454,0.235887154,105.1018415,20.5698902,154,Pelagic,Swordfish,,Pelagic,Perciformes,Other,Pelagic
Zenion hololepis,Zenion hololepis,Zenion,hololepis,40.31205458,0.215699346,818.0221528,12.80087106,3.929325352,0.372005571,24.19528993,14.27300475,12,Bathydemersal,Zenion hololepis,,Demersal,Zeiformes,Other,Demersal
Zenopsis conchifer,Zenopsis conchifer,Zenopsis,conchifer,53.22474869,0.202859654,2059.438183,14.64764258,4.394390067,0.322586344,32.05406759,12.93991661,72,Benthopelagic,Silvery John dory,,Demersal,Zeiformes,Other,Demersal
Zeugopterus punctatus,Zeugopterus punctatus,Zeugopterus,punctatus,39.13470131,0.273074072,641.5644991,10.36003038,2.181535553,0.447863876,18.15806594,15.27173339,30,Demersal,Topknot,Demersal,Demersal,Pleuronectiformes,Pleuronectiformes,Demersal
Zeugopterus regius,Zeugopterus regius,Zeugopterus,regius,39.13470131,0.273074072,641.5644991,10.36003038,2.181535553,0.447863876,18.15806594,15.27173339,17,Demersal,Eckstrom's topknot,Demersal,Demersal,Pleuronectiformes,Pleuronectiformes,Demersal
Zeus faber,Zeus faber,Zeus,faber,54.03853061,0.238839519,2977.125516,14.17902989,4.046389908,0.343034319,33.68031164,13.00639141,99,Benthopelagic,John dory,Demersal,Demersal,Zeiformes,Other,Demersal
Zoarces viviparus,Zoarces viviparus,Zoarces,viviparus,34.52239373,0.242104485,203.1888259,10.73675802,2.803399864,0.450498867,18.67853683,9.458186968,29,Demersal,Viviparous blenny,Demersal,Demersal,Perciformes,Other,Demersal
Zoarcidae,Oreochromis niloticus,Oreochromis,niloticus,24.97865234,2.028049158,411.0415687,5.878644224,1.137615738,1.627238776,20.98252884,25.3208835,30,Bathydemersal,eelpouts,Demersal,Demersal,Perciformes,Other,Demersal
